Estado,Cidade,Data,Preço Gasolina (R$/L),Preço Etanol (R$/L),Ano,Inflação (%),PIB per Capita,Taxa de Desemprego,Média de Preços Históricos
RJ,São Paulo,2020-01-15,4.837962496227015,3.68756501766208,2020,2.176931948971822,32980.56246529405,5.111513666081478,4.8180188487733275
RJ,Niterói,2020-01-16,4.072674089026902,4.419778205501833,2020,1.602133754516708,46528.14084757792,11.519055578718254,5.712630651958014
RJ,Salvador,2020-01-17,4.195871474606983,4.011463106523971,2020,3.9891353434500405,38430.28600157116,5.885364846921925,5.507980269521603
SP,Uberlândia,2020-01-18,5.3587253814136355,3.1601587135028364,2020,3.3491065595267835,24414.212993265537,14.009325087304909,5.227747592627324
SP,São Paulo,2020-01-19,4.556931916504359,3.8023550316693844,2020,3.567717625691348,43151.85788328088,12.017559156720168,5.80442369448438
BA,Canoas,2020-01-20,5.06213817789757,3.927342546742498,2020,4.780288683904532,20555.15128902632,9.877275477386165,4.209899820584319
RS,Salvador,2020-01-21,4.724732235040315,3.4748189831802057,2020,2.225841793625261,33940.60084390899,14.022085549166546,5.691359635963258
MG,Belo Horizonte,2020-01-22,4.325766514654783,4.880345620848014,2020,3.2241480997646463,23281.049012321913,12.203918710136248,5.519156553290183
MG,Canoas,2020-01-23,5.534203685371305,3.6418929315068604,2020,4.644045853336348,22679.15685978617,7.835749948824397,4.218258251564496
MG,Belo Horizonte,2020-01-24,4.236831498307119,3.462277631066302,2020,1.310244720865244,42685.09775036097,5.712794821944124,5.594094221162747
MG,Feira de Santana,2020-01-25,5.8992478000897055,3.1518315225759297,2020,4.5126952649744725,32869.73400843516,7.813741145950891,4.906527135674296
MG,Salvador,2020-01-26,5.4055520659181555,3.9906388902853376,2020,4.512882012870271,49710.67493106476,7.500604040600619,5.368900312386488
RS,Uberlândia,2020-01-27,4.113821343452203,3.2337537534382497,2020,3.3584261797719175,26614.84202231254,7.7532132735724,4.6335867069691155
MG,Canoas,2020-01-28,4.095781379239912,3.0936893996297234,2020,4.844646357176055,47774.05683074999,10.901242121510546,5.168147886837906
MG,São Paulo,2020-01-29,4.583824010171654,4.92133239028597,2020,1.1369444074754993,43330.232477802914,12.379069155159963,5.43699481473216
BA,Rio de Janeiro,2020-01-30,4.270015520556001,3.1920647689722745,2020,4.246186901044759,39547.69343382995,10.449403647845593,4.843116576118188
SP,Rio de Janeiro,2020-01-31,4.319110637383187,4.383187345470587,2020,3.8110225232333175,39198.59762210492,14.238077224045245,4.675101366697062
RS,Rio de Janeiro,2020-02-01,4.874383553588421,3.8856179418506698,2020,3.713876982264071,38791.91577700569,10.121263225077238,4.050681289321479
BA,Uberlândia,2020-02-02,4.162321705982424,3.266965551783372,2020,2.5344326038373124,33861.18667749692,9.285011769142042,5.868128112881466
SP,Porto Alegre,2020-02-03,5.640165867819862,4.360523336998758,2020,2.2779493584047787,30495.059593562284,14.43622302374273,5.02269358935674
MG,Uberlândia,2020-02-04,5.2352377032668125,4.86633179503286,2020,2.258116922406768,26846.720577456956,9.410038789088173,5.006047683130701
RS,Belo Horizonte,2020-02-05,5.271003243946291,4.973384136943905,2020,4.873525401271559,42947.241782427496,13.016213710971238,4.676861368153131
SP,Belo Horizonte,2020-02-06,4.2112190163697765,3.6958605615482765,2020,4.703438692944008,20234.808090264312,6.6663787939636165,4.202335476066537
BA,Canoas,2020-02-07,5.509867658720683,4.343179263552967,2020,2.9952747614846946,21118.88262800565,14.513102578777058,5.540036549886685
RJ,Feira de Santana,2020-02-08,4.345520264871249,4.647395800672854,2020,1.4370913642613647,22378.581565648405,10.24490027551417,4.437177596887425
SP,Feira de Santana,2020-02-09,5.808819346021468,4.01732591483687,2020,1.4619105349702162,48692.525228193794,8.77655984172041,5.582349764437497
BA,Salvador,2020-02-10,4.01900495645264,4.302824247086579,2020,2.2222565380335437,46942.17863399965,9.90426461649984,4.058492624387346
RS,Campinas,2020-02-11,5.224626698629456,4.6037172754591555,2020,2.203504447458827,30314.869969234103,11.949819987933221,5.0564460996481335
BA,Belo Horizonte,2020-02-12,5.92562713891375,3.4903811025271514,2020,3.396711064681826,26287.369226221817,6.33568817009397,5.8113789734687415
MG,Uberlândia,2020-02-13,5.353372505434337,4.417016573152676,2020,2.9773327757327004,24693.048889177837,8.976075978559226,4.127704208570032
RJ,Campinas,2020-02-14,5.032525680823044,4.3913609656674915,2020,1.9561750769564639,46151.226300038536,9.987905778159417,4.775406123688085
RS,Belo Horizonte,2020-02-15,4.129730474003769,4.048282724407349,2020,3.9139879309573122,34517.791713946346,7.942286107555149,4.5258357650860805
BA,Niterói,2020-02-16,5.082894227280894,4.073956548733454,2020,3.5773416654943415,41851.76689054219,14.026122346524401,5.470244047157196
BA,Canoas,2020-02-17,5.762177913412463,3.6953894320383016,2020,3.3998311042888987,39593.18597734461,13.89019506981963,4.268735134038931
RS,Rio de Janeiro,2020-02-18,4.437659869044623,4.610617742871527,2020,4.044644845545376,43246.415671380266,13.50771357797649,5.7986578571826755
BA,Belo Horizonte,2020-02-19,4.7429946757048755,4.251406051625921,2020,2.8998917906164716,29463.303334967208,12.809994621241644,4.713471418812377
RJ,Rio de Janeiro,2020-02-20,5.755655329485749,3.189859867831454,2020,1.274632946865482,32935.10793242881,7.780643928047924,4.108468909278441
BA,São Paulo,2020-02-21,5.672892164171873,3.2717199555196443,2020,4.509767604094702,27538.122309631144,13.78386180907169,5.817490629949806
SP,São Paulo,2020-02-22,4.201624396198624,3.1809685205192375,2020,4.498056806279134,29267.22613478487,10.948808553742172,5.390228366471478
SP,Niterói,2020-02-23,4.971560554706334,3.685292308881361,2020,1.6315752713466218,23252.906528191488,6.250286431314156,5.259691611704669
MG,Rio de Janeiro,2020-02-24,5.984755489164261,3.4201947596900792,2020,3.8036631998625823,30289.72081541903,5.758271140535412,4.447121194066945
BA,Niterói,2020-02-25,4.928289948652184,4.224311026366683,2020,3.6094174044321616,31747.15792115633,12.807963103253723,4.743410255791518
RS,Porto Alegre,2020-02-26,4.25509343665394,4.1375493246503545,2020,1.8264507134066572,32951.37347758748,11.118030045196374,5.7980512094988335
MG,Niterói,2020-02-27,5.363598047844145,4.600515601164911,2020,1.4980755875015053,39917.34681079365,11.282443857701487,4.183560695532206
RS,São Paulo,2020-02-28,5.22249163209822,3.6606279230501917,2020,2.2432316822658804,43807.39603207688,11.561211379962213,4.4625948212402
SP,Feira de Santana,2020-02-29,5.429009914801529,3.1338348759874144,2020,2.584490260449449,25749.76499730334,11.075783690700494,5.463613884066307
SP,Campinas,2020-03-01,5.0146500757698,3.188225845683311,2020,1.6459053722310237,46988.45338518628,6.10699919450492,5.629353778012453
MG,Uberlândia,2020-03-02,5.14011383217593,3.1232289553548265,2020,4.842734397119854,26031.099194207654,6.142051593624412,5.131979839712275
BA,Salvador,2020-03-03,4.18204740777044,4.058968779316981,2020,1.1681235410567927,45389.675155688936,5.364378038500987,5.894708098865734
RJ,Feira de Santana,2020-03-04,5.639883600860849,4.708786503195595,2020,3.3546610532024403,23522.84456655189,7.7901769623377515,5.7624002309855795
SP,Canoas,2020-03-05,4.603289373927832,3.4609272823632313,2020,3.067647341268678,35024.04238210223,12.023547958760112,5.343964778326789
RJ,São Paulo,2020-03-06,5.748983407792514,4.030663517849717,2020,2.05386219243546,21433.17754149655,13.405510134651973,5.853100701005379
MG,Belo Horizonte,2020-03-07,4.293392290940474,4.786720756042029,2020,1.6178042413389528,43783.82574147897,12.982589455749523,4.076413947551613
SP,São Paulo,2020-03-08,5.061870249328897,4.377654278272464,2020,2.8372867149198515,47306.46490484257,8.080698928078249,4.247971312984513
RJ,Porto Alegre,2020-03-09,4.645509859879162,4.7880307227785455,2020,1.7963432942701036,24411.86258931052,11.39942326937533,4.309695928429604
BA,Feira de Santana,2020-03-10,4.348480469809968,4.0264069678614405,2020,3.5471216872412707,22502.14987906912,11.564312409307,4.582364313406962
MG,Canoas,2020-03-11,4.535519736766481,4.281759606956085,2020,1.470407377041841,25751.06577875019,9.998291159415004,4.5179918947371505
BA,Uberlândia,2020-03-12,5.928698033694766,3.1229331696532974,2020,3.435843231979474,44503.63989346006,12.685261180858003,5.117446223567059
RJ,Salvador,2020-03-13,5.005333586849517,3.573736711692713,2020,2.3759353272595893,47955.38304497662,10.771279366859652,5.688709283172642
SP,Porto Alegre,2020-03-14,4.721462319234033,3.986860513055417,2020,2.361603586864844,28187.345775105783,9.341742999907545,5.9435060922363085
BA,Uberlândia,2020-03-15,5.646604402247769,3.461853668170783,2020,2.036543466663615,45694.74240146522,5.179013463008131,5.406859394996968
MG,Rio de Janeiro,2020-03-16,4.387893909338945,3.1464321213029756,2020,4.39283488866838,49224.186121179126,12.941200076810448,4.992988669631845
BA,Belo Horizonte,2020-03-17,5.696424935627029,4.522766199545752,2020,3.8215958969796473,23869.670885372456,6.76941587336085,5.107177528683111
SP,Rio de Janeiro,2020-03-18,4.949274928676573,4.852835580815839,2020,4.958129781034923,39719.40702759473,9.629311831850558,5.64687681928222
RJ,Campinas,2020-03-19,4.274700124345369,3.111374527577425,2020,4.398463666810326,36226.24946695505,8.554672239081919,5.76659370425273
RJ,Salvador,2020-03-20,5.778246329128001,3.563770898075579,2020,3.0912862532494336,34158.65161017141,14.906953885568733,4.026609979287504
RJ,São Paulo,2020-03-21,5.034787243653612,3.5724802398577333,2020,4.306539463148825,40830.065664687485,5.766421199429319,4.669382637534769
MG,Uberlândia,2020-03-22,5.6503028866047025,3.2132610440486893,2020,3.0528040357013695,45117.89770070472,9.769797478567114,5.578053670044665
RJ,São Paulo,2020-03-23,4.991917595531116,3.5118343506866845,2020,3.012951566262527,47213.7345570147,10.053928486819789,5.099583271698132
SP,Niterói,2020-03-24,5.961420680231192,3.344629686413051,2020,4.292933281168119,45534.22236708105,12.136546446345998,5.815816566682503
SP,Salvador,2020-03-25,5.11074733818903,4.967414093116325,2020,3.441045879460841,33140.798393290264,11.865254890691546,4.758718866553547
RS,Porto Alegre,2020-03-26,4.9999701963724705,3.5147674953090062,2020,4.5932216337097955,47694.678727074046,6.957599490313926,4.647698097575243
RS,Uberlândia,2020-03-27,5.059423356563576,4.1971584307871,2020,3.760757487418698,30002.400592087342,14.876967914474111,5.272675356182833
SP,Uberlândia,2020-03-28,4.09377181921276,3.488077558245111,2020,2.0457841603632674,37958.031395386766,5.568163275921113,5.111339421236496
MG,Campinas,2020-03-29,5.658295107869033,3.4146493400931703,2020,4.213607257692013,21974.07466395727,13.069736313978108,4.502149253375435
RJ,Rio de Janeiro,2020-03-30,5.695381110567784,4.493865597777992,2020,2.669686324980924,41218.12360405825,10.316819987556563,5.218599797637013
BA,Rio de Janeiro,2020-03-31,5.433203921784094,3.8527176190976475,2020,3.4693105964936457,45531.41651245285,8.289548496405352,5.954423167108285
RS,Campinas,2020-04-01,5.822268352664068,4.371412422012711,2020,4.915632439168947,33035.80932174126,7.132911917390397,4.625400681264012
BA,Porto Alegre,2020-04-02,4.435762380802454,3.6706758071268384,2020,2.2184454263512556,35048.35783737186,13.968140034143152,5.174100113279739
RS,Porto Alegre,2020-04-03,4.567847904082975,4.30153942916552,2020,4.5794280753145475,34919.27073520681,13.460803890988212,5.984777751180639
BA,Campinas,2020-04-04,5.853663249590807,4.418956493203582,2020,4.386678814370356,33992.72158523797,5.002972572278669,4.620819683727448
SP,Niterói,2020-04-05,4.415706325413472,4.740144338236379,2020,1.4384331646887984,43381.66359995344,10.905874072092619,5.972616657281336
SP,Belo Horizonte,2020-04-06,4.400025868338867,4.666222120782129,2020,1.0512171586336896,28648.244347596457,9.940917851503446,5.069172208060876
SP,São Paulo,2020-04-07,4.418554724866453,4.120048371632636,2020,3.050560372810086,33858.42013929215,5.164199082362036,4.523440175079049
SP,Canoas,2020-04-08,5.4127279296104085,3.281445062216682,2020,2.244712691481999,30793.046212248577,5.181113514925934,4.3006237474789915
RS,Feira de Santana,2020-04-09,4.409730433225391,3.436031013373986,2020,2.917693538138869,40136.5571567664,9.044742847508935,5.341758834619525
SP,Niterói,2020-04-10,5.789300264514238,3.8239093421637707,2020,4.510525297514679,32466.5764076254,7.507573178183666,4.705275055323796
MG,Feira de Santana,2020-04-11,4.117231380078956,4.155740478462022,2020,2.9402267527798025,24879.09212760548,14.694871493839148,5.789320173443289
SP,São Paulo,2020-04-12,4.221985439771579,3.230941550641398,2020,3.6624029202295896,24657.961707334598,9.109907230875372,5.082919115343749
BA,Belo Horizonte,2020-04-13,4.007549154836822,3.429410106242093,2020,4.573740322533121,32340.897715288345,9.694693735109512,5.750698908034631
MG,Niterói,2020-04-14,5.93846173536442,4.269290669356247,2020,1.570854705933054,22968.22288425472,10.4097134164506,5.135030634638182
MG,Porto Alegre,2020-04-15,5.915645257636622,4.705093412951538,2020,2.647273328137117,27543.8444087406,6.140957235814447,4.731992544424861
RJ,Porto Alegre,2020-04-16,5.748842383674935,3.009533895448146,2020,3.8496709555014514,32041.868661552733,7.471350264592576,4.289455486060603
MG,Rio de Janeiro,2020-04-17,5.23238262365637,3.852817627511134,2020,4.263673279091643,45168.64963800271,14.825056450710264,5.038249330172627
RS,Canoas,2020-04-18,5.018482084987406,3.72472726533024,2020,3.22641310343018,32631.358418888925,13.689031188634427,5.088784747855197
SP,Campinas,2020-04-19,5.891883021825207,4.646311278071472,2020,1.4958782068883116,33472.4427303119,7.995662340435716,4.924869825821304
SP,Niterói,2020-04-20,5.4799874098349,3.7315392619615784,2020,2.32673764473554,35602.92181793547,14.825596432568428,4.04012854181107
RJ,Salvador,2020-04-21,5.152376297735941,3.8412331412571143,2020,3.192098696248835,26006.786893437173,6.059663188453226,4.753990588758635
RJ,Uberlândia,2020-04-22,4.2791435639724735,4.830670243583238,2020,4.538856548320439,38978.88999148964,12.522508635429563,5.343223449268876
RJ,Rio de Janeiro,2020-04-23,5.062773098835687,4.140526640475437,2020,4.190000584828135,27957.547908293727,5.476051461959864,5.525858148780956
BA,Belo Horizonte,2020-04-24,4.319641154980929,4.472028843235902,2020,3.3209053804098794,30910.789196135425,6.947646682212081,4.510311084397495
RJ,Belo Horizonte,2020-04-25,4.952000499285587,4.3827017913687305,2020,1.9208386208394992,43820.64240708378,8.823271036215386,5.003346416592606
MG,Canoas,2020-04-26,5.814710119961086,4.3119858476773105,2020,2.554289569338788,47779.19001463419,10.197385769942255,5.314879027874326
BA,Rio de Janeiro,2020-04-27,4.775236581493021,3.133599864745113,2020,2.6629335170608264,27657.93036612476,7.246887915026816,5.181030554701964
SP,Uberlândia,2020-04-28,5.536947306387191,3.5782081558714967,2020,3.943096399017783,38895.11333573723,5.7100451587950705,5.761913602584036
SP,Belo Horizonte,2020-04-29,5.013970192403271,3.497868091169223,2020,2.875207733396561,44805.15666839694,6.781721245709912,5.808793924731837
BA,Porto Alegre,2020-04-30,4.557788320525553,3.5746977284084673,2020,2.5698636985621337,40551.34898806785,5.809670836693241,4.265211688280553
MG,Campinas,2020-05-01,5.640924300453015,3.108160362203609,2020,4.08332785568265,49259.27844637081,6.0583029205793695,5.99914679052349
BA,São Paulo,2020-05-02,5.344279109610449,4.476610535898341,2020,3.002850180860006,46636.54207757751,13.456277035662495,5.260757946486906
MG,Uberlândia,2020-05-03,4.489895064126815,3.1252257283979112,2020,3.7374836947083687,21095.426099662473,9.89836875900691,5.125777144611831
SP,Porto Alegre,2020-05-04,5.148632360447295,3.115911699564096,2020,3.9420206688350348,43507.72942000066,12.830449618238308,5.677388756803332
RJ,Porto Alegre,2020-05-05,4.396511647544373,4.193832530909043,2020,2.2127932531845502,33665.84431193772,14.268245542735388,4.631692926264826
MG,Canoas,2020-05-06,4.927200676842712,3.694079849966266,2020,3.998698451488411,40175.28959991812,8.71632877129862,5.81963370305086
BA,Feira de Santana,2020-05-07,4.083200189690246,3.3005188809333434,2020,4.253748427846269,41158.71552929601,5.105835049993961,4.199817334440713
MG,Canoas,2020-05-08,4.322616477122604,3.1617354752200955,2020,2.6117202297604853,32415.7053627341,9.14285935037303,4.570216373002374
MG,Belo Horizonte,2020-05-09,5.4832807280020015,3.356725918330784,2020,3.1054119347300846,38062.19088274787,6.202011161404747,4.491464709661564
BA,Niterói,2020-05-10,4.3487965433685085,3.9695025199262686,2020,3.769193102291695,29187.242227402872,8.661672784446786,5.464295046993431
RJ,Uberlândia,2020-05-11,5.302806591012179,3.380746161438358,2020,3.1342709507004,36405.11725945096,8.840711382706923,4.526000006207275
RJ,Canoas,2020-05-12,4.532307696021317,3.4638055001438373,2020,4.469282275538381,46532.64471131887,12.569308124045643,4.388563870616912
RS,Feira de Santana,2020-05-13,4.261993947489282,4.9632029357306315,2020,1.8110201836399566,42185.6201231188,13.630435635660369,4.1999912611387344
RS,São Paulo,2020-05-14,5.457520921011994,3.876495297896649,2020,4.0357996663496305,32712.211810751025,7.255553975507196,4.22830609481446
BA,Belo Horizonte,2020-05-15,4.502922792935953,4.4609602107921695,2020,3.7577140073062623,35754.644130689674,11.544933095430377,4.481906358499593
SP,Niterói,2020-05-16,5.051062154489314,4.419060555795309,2020,2.802236123209747,23486.016572767894,10.303154792135796,5.21454823601453
RS,Feira de Santana,2020-05-17,4.064563042383648,3.0256803399977246,2020,4.621184094815973,29111.28286390612,13.211755644691664,4.571777532005055
RJ,Rio de Janeiro,2020-05-18,4.263523327018225,3.2329779263023686,2020,2.5817832309331568,28453.36803308784,9.07116473278263,4.041882824024156
MG,Salvador,2020-05-19,4.441097177261256,3.8043466948523794,2020,1.919105445558941,37649.210053947,14.687190280404637,4.780197263181865
MG,Belo Horizonte,2020-05-20,4.8053442819137535,3.0592645246708416,2020,4.646779028241458,47957.06645612091,8.303651981752127,5.544589830856225
BA,Rio de Janeiro,2020-05-21,4.93411703112265,4.576497881134423,2020,1.0016035572920177,25374.35484197535,11.805799262941061,5.383371716441177
SP,Salvador,2020-05-22,4.544765637330441,3.237820269108669,2020,4.758384773468446,34528.845611786455,9.302030452322626,4.31460626019614
RS,Rio de Janeiro,2020-05-23,4.718008807308441,3.257105335474296,2020,4.546472390131511,49495.92473015592,14.834382429899014,5.699089440198715
RJ,Rio de Janeiro,2020-05-24,4.877232268992902,3.50704173410828,2020,2.5584663065994016,38567.16261324893,9.564824369148745,5.536055523881023
RS,Porto Alegre,2020-05-25,4.441832768626034,3.987634777804065,2020,3.7842803429872722,41987.33822967098,5.606124257732557,4.487642416209389
BA,Salvador,2020-05-26,5.860431607319958,3.956800185050826,2020,4.761713790139742,47227.09632642433,12.114410138265395,5.480250953170968
RS,Uberlândia,2020-05-27,4.474444285554544,3.580444235210233,2020,2.3317619489949304,43152.379607386116,12.111284457506674,5.093735464483044
BA,São Paulo,2020-05-28,4.662322857656394,4.639509013053217,2020,3.0857375472029744,37826.027712817755,9.102940159116125,5.100870428840394
RS,Belo Horizonte,2020-05-29,5.3833081136722205,4.715020770559826,2020,4.53518491234457,25019.705319412078,6.993291817145098,5.3296128102463785
RJ,Uberlândia,2020-05-30,4.605237042761333,3.874538451573444,2020,3.545977577843624,32433.3492378046,11.167144088326006,4.174998586479278
BA,Campinas,2020-05-31,4.155942443553455,3.794786010471556,2020,1.1236010476106881,47464.86469170505,7.6443314188326035,5.484032537732623
MG,Feira de Santana,2020-06-01,5.5551326979526685,4.334206988916832,2020,1.944873566897082,38597.28535071348,5.938600881065455,5.61686010075833
MG,São Paulo,2020-06-02,4.909506483107471,4.97387876164876,2020,1.7690989547442246,49473.30702631413,14.375889932151434,5.018862429271049
RS,São Paulo,2020-06-03,4.295343683823798,3.8223386735423905,2020,3.19747802477486,38334.79918487921,8.77225309719842,4.190654506940308
RJ,Canoas,2020-06-04,5.018296053266432,3.1845612921199615,2020,2.8003250958605763,38593.62591301525,11.353590785067428,4.575792084986292
SP,São Paulo,2020-06-05,4.349830555958803,4.520252549218116,2020,4.545540089043952,23839.633418494395,6.402144304152265,5.303430925208183
BA,Belo Horizonte,2020-06-06,5.284269630387863,3.8349384685083625,2020,3.735253573702322,41046.4540143017,8.991306004029749,4.875000213800079
SP,Feira de Santana,2020-06-07,5.915414892295588,4.203205383084209,2020,3.362301883974513,37715.60335989064,13.490174957996915,4.3872437120812355
SP,Niterói,2020-06-08,5.342662616725068,3.057370320962463,2020,1.576670802558374,38756.39062452408,10.178622179246393,5.528755369636464
MG,Rio de Janeiro,2020-06-09,4.360156777751372,3.981386736300747,2020,2.7060779216583692,49046.20914466254,12.670235406213866,5.263350373830491
RJ,Salvador,2020-06-10,4.984968942172305,4.47872386581439,2020,1.4671662583979992,24028.82875373745,8.664379678023646,5.508172645600105
MG,Canoas,2020-06-11,4.6326577615438165,4.353376731930098,2020,4.084782440111933,22150.07101888216,7.799030967714151,5.979626566848227
SP,Feira de Santana,2020-06-12,5.6906255624517135,3.2295530063467752,2020,4.968748269238843,21254.946834569295,11.433917713794136,5.1951631817545145
RJ,Uberlândia,2020-06-13,5.722226176857528,4.694380869485926,2020,4.394479275381262,32870.505036186965,11.03350032910943,4.613116847125695
MG,Canoas,2020-06-14,4.974593792737106,4.7120080088521625,2020,2.3272653041001203,29027.25620814356,11.556178738152548,5.50818279515039
SP,Feira de Santana,2020-06-15,4.6216550860876,4.823963424884532,2020,3.829891888512023,27862.388216792904,11.267666657607629,5.219621008460472
SP,São Paulo,2020-06-16,5.319574611220134,3.433819573459425,2020,3.6213682841746495,30699.798306698973,14.089967643901083,4.012231350235009
MG,Feira de Santana,2020-06-17,5.977452786142228,4.767905485991778,2020,3.5076264433181166,32217.03386159968,7.104563491585351,4.894195295660468
RJ,Uberlândia,2020-06-18,4.287613495843789,4.256982031588671,2020,2.7925188382629353,45156.11286944694,7.659906832186375,4.993547306851243
BA,Salvador,2020-06-19,4.033382323237213,3.2754574285929707,2020,2.1042340991370767,37171.43134683869,12.625154903331655,4.682716577824639
SP,Porto Alegre,2020-06-20,4.99855283083497,4.075467969685475,2020,1.4272032039855964,26481.917411567018,8.59036953720149,4.083801283617092
RJ,Salvador,2020-06-21,5.56261371641079,3.503025847269127,2020,1.3355508715260802,45813.87734131147,7.082973750927641,4.220638716219496
RS,Salvador,2020-06-22,4.199553523291488,4.159532043393077,2020,2.6158311809248715,20809.71571793424,11.249988082871997,5.816654456013271
MG,Belo Horizonte,2020-06-23,5.588728999295298,3.448643191825539,2020,1.6472598890524868,40083.786320878986,12.995949023793385,4.797470300225875
SP,Campinas,2020-06-24,4.958557763678728,4.553033989867325,2020,1.3469038291903561,29876.40198656245,9.574633259984871,5.985429543661649
MG,Porto Alegre,2020-06-25,4.577622085189847,4.723165414221718,2020,3.0804268790507106,31307.146348751936,7.185073584231828,4.019815034523819
BA,Rio de Janeiro,2020-06-26,4.217311357025856,4.321087928150513,2020,3.529601976644516,28230.667557974382,10.590337691781075,4.682563565563344
SP,São Paulo,2020-06-27,4.665724349606123,4.733950521758214,2020,1.5419278798974116,28573.92865825457,11.717801702212828,5.55322297864833
BA,Salvador,2020-06-28,4.967111307455481,3.8909718444126264,2020,3.0869072634631998,21334.001108000477,12.105230054272496,5.262647352260474
SP,Porto Alegre,2020-06-29,4.927718937576519,3.0524679201187395,2020,3.23311258364904,37431.587592527954,7.2182454074303966,5.257722679203605
BA,São Paulo,2020-06-30,5.6613174889259215,4.702123313684668,2020,2.844716274126425,32339.289912896253,14.403279348514774,4.813954988051495
RS,Belo Horizonte,2020-07-01,5.003254765021314,3.2564734629074463,2020,1.3712430004038119,32086.44139780471,14.643754393300036,5.2631902715562795
RS,Belo Horizonte,2020-07-02,4.133598838925561,4.170925481779873,2020,2.5183977450735666,34516.696530078276,14.859950910073488,4.6314284346829355
RJ,Campinas,2020-07-03,4.235096701565766,4.8058764958858085,2020,3.213284383177656,29709.27168939539,9.193692225263224,5.1384436743870605
SP,Belo Horizonte,2020-07-04,5.957868253163344,4.7185981589757136,2020,4.880134015571206,35586.04763723206,14.306597036396603,5.021001232758243
RS,Niterói,2020-07-05,5.770782307167862,4.549268577498068,2020,1.0925154144901383,44883.2334247082,11.071383196455269,4.952296213225647
BA,Canoas,2020-07-06,4.888268663941502,3.4882230734315973,2020,1.930582431175929,25840.36144814876,5.498908976873844,5.479288235798737
RS,Porto Alegre,2020-07-07,5.003390510364838,3.7175373933841795,2020,3.9963081968548284,47530.33178950131,11.477145982518309,5.447552709281177
SP,São Paulo,2020-07-08,5.136018816018621,3.1176683886204875,2020,3.8476757883517596,20171.794253123717,11.92223779789486,4.045232976084169
MG,Uberlândia,2020-07-09,5.724965100124201,4.304179472921488,2020,4.226875400026105,40367.45098082012,10.467020164969721,4.739823449411993
MG,Canoas,2020-07-10,4.627279802433986,3.4166229372999863,2020,2.569225951156556,45328.914134493505,6.681519905151404,4.434130510883483
RS,Rio de Janeiro,2020-07-11,4.376022923796628,3.0657351129835373,2020,3.5928308824320103,24422.04664239002,13.68690107562893,5.598744152175263
RJ,Feira de Santana,2020-07-12,4.986957362115343,3.385096165345106,2020,1.3321841701009398,28309.46111402793,5.925925809696551,5.545247804284475
BA,Niterói,2020-07-13,4.603373254422213,3.8157788734381928,2020,3.088683690963309,37840.17435930173,10.5478891914052,4.007648291050714
SP,Canoas,2020-07-14,5.594828967369725,4.608987189788085,2020,2.748833479702852,30493.388069071203,8.505252948254004,4.551494860459599
BA,Feira de Santana,2020-07-15,4.641902213711166,3.9485247067944047,2020,4.5648657589774215,27778.6003280724,5.74650440409027,5.3115424465754
BA,Campinas,2020-07-16,4.357519683753232,4.541177062487818,2020,2.1691495512149843,30214.66483798245,13.04744692638354,5.726699866995414
SP,Canoas,2020-07-17,4.580566397670158,3.869411851700601,2020,1.476762649482887,33052.726995353354,14.925682380540447,4.549979733154993
